Average Academic score(%),Hours working per day,hackathons,coding skills rating,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Suggested Job Role
77.71428571,7,3,9,no,no,no,app development,web technologies,no,data engineering,Business process analyst,higherstudies,Web Services,no,no,Guide,Management,hard worker,no,Web Developer
77.71428571,11,1,4,no,yes,no,information security,data science,yes,cloud computing,Business process analyst,higherstudies,Finance,yes,yes,Guide,Management,smart worker,yes,Web Developer
72,12,6,2,no,no,yes,full stack,system designing,no,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Fantasy,Management,hard worker,yes,Portal Administrator
76.85714286,7,0,2,yes,no,yes,shell programming,data science,yes,programming,security,job,Web Services,yes,yes,Mystery,Management,hard worker,no,Solutions Architect
83.71428571,12,1,9,yes,yes,no,app development,game development,yes,programming,system developer,job,Testing and Maintainance Services,yes,no,Action and Adventure,Management,smart worker,no,Portal Administrator
77.14285714,7,4,6,yes,no,yes,app development,data science,no,IOT,developer,job,Finance,no,yes,History,Technical,hard worker,no,Information Technology Manager
74.85714286,8,4,6,yes,no,yes,information security,data science,no,Software Engineering,system developer,job,product development,no,yes,Childrens,Technical,smart worker,yes,Database Administrator
78,5,4,5,no,no,no,machine learning,database security,yes,IOT,system developer,job,Testing and Maintainance Services,no,yes,Travel,Technical,smart worker,yes,Software Developer
77.71428571,11,1,8,no,yes,no,app development,hacking,yes,programming,Business process analyst,higherstudies,Sales and Marketing,yes,no,Health,Technical,hard worker,yes,Portal Administrator
73.85714286,9,6,3,no,no,yes,r programming,database security,yes,networks,testing,job,Testing and Maintainance Services,yes,yes,Guide,Management,smart worker,yes,Applications Developer
76.57142857,7,0,4,no,no,yes,full stack,hacking,no,data engineering,security,job,SAaS services,yes,yes,Health,Technical,hard worker,no,Design & UX
81.85714286,8,6,6,yes,no,yes,r programming,system designing,yes,parallel computing,security,higherstudies,Cloud Services,yes,no,Science,Management,smart worker,no,Network Security Engineer
76.28571429,5,0,4,yes,yes,no,information security,system designing,no,programming,testing,job,Sales and Marketing,no,no,Travel,Technical,smart worker,no,Solutions Architect
78.71428571,5,1,8,yes,no,yes,app development,cloud computing,yes,cloud computing,system developer,job,Testing and Maintainance Services,yes,no,Mystery,Management,smart worker,no,Systems Analyst
80.57142857,4,5,8,yes,yes,yes,full stack,hacking,yes,parallel computing,security,higherstudies,Product based,no,yes,Self help,Technical,hard worker,yes,UX Designer
78.42857143,4,5,6,no,no,yes,machine learning,system designing,no,cloud computing,Business process analyst,job,SAaS services,yes,no,Satire,Technical,hard worker,no,CRM Technical Developer
76.71428571,9,3,9,no,yes,no,python,hacking,no,cloud computing,testing,higherstudies,Finance,no,no,History,Management,smart worker,no,Technical Support
77.57142857,11,0,7,yes,yes,yes,shell programming,cloud computing,no,programming,system developer,job,Testing and Maintainance Services,no,yes,Autobiographies,Technical,hard worker,yes,Information Technology Manager
82.14285714,8,1,7,yes,no,no,distro making,hacking,yes,programming,developer,higherstudies,BPA,no,yes,Series,Technical,smart worker,yes,Systems Security Administrator
76.28571429,12,2,2,yes,yes,yes,app development,database security,yes,Management,developer,job,Web Services,yes,no,Series,Management,hard worker,yes,Data Architect
78.71428571,12,0,4,no,no,yes,hadoop,hacking,no,hacking,testing,higherstudies,Testing and Maintainance Services,no,no,Drama,Technical,hard worker,no,Business Intelligence Analyst
81.57142857,8,6,8,no,yes,no,python,web technologies,yes,parallel computing,developer,higherstudies,Web Services,no,yes,Biographies,Technical,smart worker,yes,UX Designer
78,11,0,3,no,yes,yes,machine learning,system designing,no,Computer Architecture,security,job,Product based,no,yes,Horror,Technical,hard worker,no,Portal Administrator
77.71428571,12,5,4,no,yes,yes,distro making,testing,no,hacking,testing,job,BPA,no,yes,Childrens,Technical,smart worker,no,Database Administrator
72.71428571,7,2,2,yes,yes,yes,shell programming,web technologies,yes,data engineering,testing,job,Service Based,no,no,Romance,Technical,hard worker,no,Network Security Engineer
77.28571429,7,0,3,no,yes,no,distro making,game development,yes,Software Engineering,system developer,higherstudies,BPA,no,yes,Health,Technical,hard worker,yes,Applications Developer
77.28571429,6,5,5,no,no,yes,full stack,game development,yes,hacking,testing,higherstudies,Product based,no,no,Encyclopedias,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
72.85714286,11,0,9,no,yes,no,distro making,database security,no,hacking,cloud computing,higherstudies,Product based,yes,no,Fantasy,Management,smart worker,no,Database Manager
77.42857143,9,1,7,no,no,yes,full stack,database security,yes,IOT,Business process analyst,job,Cloud Services,no,no,Fantasy,Technical,smart worker,yes,Portal Administrator
75,10,4,1,yes,yes,yes,information security,game development,yes,programming,developer,job,BPA,yes,yes,Self help,Technical,smart worker,yes,Software Developer
76.28571429,4,6,6,no,yes,no,app development,game development,yes,parallel computing,testing,job,Testing and Maintainance Services,yes,yes,Prayer books,Technical,hard worker,no,CRM Business Analyst
83,8,6,5,no,no,yes,distro making,web technologies,no,Software Engineering,Business process analyst,higherstudies,Finance,no,no,Guide,Management,hard worker,no,Database Developer
77.28571429,10,2,5,yes,yes,yes,full stack,testing,yes,Software Engineering,security,job,Testing and Maintainance Services,no,yes,Cookbooks,Management,smart worker,yes,Software Quality Assurance (QA) / Testing
73,5,6,6,yes,yes,no,full stack,database security,no,Management,testing,higherstudies,Cloud Services,no,yes,Science,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
74.42857143,7,6,2,yes,yes,yes,full stack,database security,yes,hacking,Business process analyst,higherstudies,Service Based,yes,yes,Health,Technical,smart worker,yes,UX Designer
76.28571429,8,4,4,yes,yes,no,information security,testing,yes,parallel computing,developer,higherstudies,Service Based,yes,yes,Anthology,Management,smart worker,yes,Network Security Administrator
80.85714286,7,3,4,yes,yes,yes,full stack,cloud computing,no,networks,security,higherstudies,Finance,no,no,Trilogy,Management,smart worker,yes,Business Systems Analyst
80.71428571,12,5,1,yes,yes,no,information security,testing,yes,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Diaries,Technical,smart worker,yes,CRM Technical Developer
76.42857143,9,0,7,yes,no,yes,app development,data science,no,data engineering,developer,job,Web Services,no,no,Self help,Management,smart worker,no,Project Manager
80.14285714,9,3,8,no,yes,no,full stack,game development,yes,Software Engineering,testing,job,Product based,yes,no,Mystery,Technical,hard worker,no,Technical Support
74.71428571,11,4,1,no,no,yes,python,web technologies,no,hacking,cloud computing,higherstudies,product development,yes,yes,Horror,Technical,smart worker,no,Systems Security Administrator
80.57142857,10,3,5,no,yes,no,information security,cloud computing,no,Computer Architecture,system developer,job,BPA,no,no,Horror,Technical,hard worker,no,UX Designer
78.14285714,4,6,8,no,yes,no,shell programming,web technologies,yes,programming,system developer,job,Cloud Services,yes,yes,Autobiographies,Management,hard worker,yes,Programmer Analyst
79.85714286,9,1,8,yes,no,no,hadoop,data science,no,data engineering,system developer,job,Sales and Marketing,yes,yes,Autobiographies,Technical,smart worker,no,Network Security Engineer
72.71428571,8,3,6,no,yes,yes,r programming,data science,yes,Software Engineering,security,job,product development,no,no,Trilogy,Management,hard worker,no,Database Manager
78,8,5,8,no,no,yes,machine learning,data science,yes,IOT,testing,higherstudies,BPA,yes,no,Health,Management,hard worker,yes,Web Developer
81.14285714,6,0,2,yes,yes,no,r programming,hacking,no,networks,cloud computing,higherstudies,BPA,yes,yes,Art,Management,hard worker,yes,Programmer Analyst
73.71428571,10,3,5,yes,yes,yes,distro making,data science,yes,cloud computing,security,job,Cloud Services,no,yes,Journals,Management,hard worker,no,Applications Developer
76,7,0,3,no,yes,yes,app development,database security,no,hacking,developer,higherstudies,Service Based,yes,no,Journals,Technical,hard worker,yes,Business Systems Analyst
78.57142857,4,2,9,yes,yes,yes,r programming,system designing,no,hacking,developer,higherstudies,Sales and Marketing,yes,no,Mystery,Technical,hard worker,no,Business Intelligence Analyst
81.85714286,5,6,6,no,no,no,app development,data science,yes,parallel computing,cloud computing,higherstudies,BPA,no,yes,Comics,Management,smart worker,yes,Software Developer
77.57142857,9,5,5,no,yes,no,shell programming,game development,yes,parallel computing,security,higherstudies,SAaS services,yes,yes,Dictionaries,Technical,smart worker,no,Network Engineer
80.71428571,10,1,9,no,yes,no,app development,web technologies,no,parallel computing,cloud computing,job,Sales and Marketing,yes,yes,Journals,Management,smart worker,yes,Information Technology Manager
79.85714286,8,6,3,no,yes,no,full stack,web technologies,no,hacking,system developer,higherstudies,Web Services,yes,no,Journals,Technical,hard worker,yes,Technical Engineer
75.42857143,4,1,9,yes,yes,yes,information security,hacking,no,data engineering,security,job,Finance,no,no,Anthology,Technical,hard worker,no,Web Developer
71.14285714,5,4,6,no,no,no,app development,database security,no,networks,cloud computing,job,SAaS services,no,no,Anthology,Technical,hard worker,no,Solutions Architect
77,12,5,3,no,no,no,distro making,testing,yes,IOT,Business process analyst,job,Finance,no,no,Mystery,Management,hard worker,no,Business Intelligence Analyst
76.57142857,7,2,5,no,no,no,python,web technologies,no,data engineering,cloud computing,job,Finance,no,yes,Science fiction,Technical,hard worker,yes,Quality Assurance Associate
77.71428571,8,4,1,no,yes,no,distro making,data science,no,hacking,system developer,job,Finance,yes,yes,Diaries,Technical,hard worker,no,Network Engineer
74.14285714,5,4,8,yes,no,no,shell programming,cloud computing,yes,Software Engineering,Business process analyst,job,SAaS services,yes,no,Romance,Management,hard worker,yes,Mobile Applications Developer
81.14285714,7,2,9,yes,no,yes,app development,database security,no,networks,security,job,product development,no,no,Childrens,Technical,hard worker,yes,Network Security Administrator
76.28571429,11,0,6,no,yes,yes,app development,hacking,no,IOT,security,job,SAaS services,no,no,Health,Technical,hard worker,yes,Software Engineer
70.71428571,6,3,1,no,yes,no,python,testing,no,cloud computing,testing,higherstudies,Sales and Marketing,no,no,Health,Management,smart worker,no,Portal Administrator
77.14285714,9,5,2,yes,no,yes,full stack,hacking,no,cloud computing,security,job,Cloud Services,no,no,Mystery,Management,smart worker,no,Programmer Analyst
80.42857143,5,6,9,no,no,yes,hadoop,database security,no,Computer Architecture,system developer,job,product development,yes,yes,Science fiction,Technical,hard worker,yes,Software Engineer
74.85714286,6,1,8,no,no,no,distro making,testing,yes,Management,cloud computing,job,Cloud Services,no,yes,Guide,Technical,smart worker,no,Information Technology Auditor
69.57142857,10,4,9,no,no,no,python,cloud computing,yes,cloud computing,developer,job,SAaS services,no,no,Journals,Management,smart worker,no,Information Technology Auditor
70.57142857,7,5,1,no,no,yes,information security,web technologies,no,Computer Architecture,cloud computing,higherstudies,product development,no,no,Drama,Management,smart worker,yes,Information Security Analyst
77.14285714,7,0,4,no,yes,no,python,hacking,yes,parallel computing,security,higherstudies,BPA,no,no,Childrens,Technical,hard worker,no,CRM Technical Developer
76.14285714,4,3,7,yes,yes,yes,python,game development,no,parallel computing,testing,higherstudies,Testing and Maintainance Services,yes,no,Anthology,Management,hard worker,yes,Database Developer
78.71428571,11,1,2,yes,yes,yes,machine learning,game development,no,IOT,Business process analyst,higherstudies,Sales and Marketing,yes,no,Poetry,Technical,smart worker,yes,Database Developer
77.14285714,4,0,8,no,no,no,distro making,database security,no,Computer Architecture,system developer,higherstudies,product development,yes,no,Dictionaries,Technical,smart worker,no,Software Engineer
78.28571429,9,0,2,yes,yes,yes,distro making,web technologies,no,cloud computing,testing,job,Finance,yes,no,Encyclopedias,Technical,hard worker,yes,UX Designer
77.85714286,7,2,6,yes,no,no,distro making,system designing,no,cloud computing,security,job,product development,no,yes,Religion-Spirituality,Technical,hard worker,no,Technical Engineer
71,12,2,9,yes,yes,yes,distro making,web technologies,no,data engineering,developer,higherstudies,Product based,yes,no,Drama,Technical,smart worker,no,CRM Business Analyst
80.14285714,4,5,9,no,yes,yes,shell programming,database security,no,parallel computing,developer,job,Testing and Maintainance Services,yes,no,Religion-Spirituality,Management,hard worker,yes,Database Developer
